exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
20191,令和元年度 第1回,13,single,道路交通法関係,,道路交通法に照らし、次の記述のうち、正しいものを１つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,路側帯とは、歩行者及び自転車の通行の用に供するため、歩道の設けられていない道路又は道路の歩道の設けられていない側の路端寄りに設けられた帯状の道路の部分で、道路標示によって区画されたものをいう。,車両は、道路の中央から左の部分の幅員が６メートルに満たない道路において、他の車両を追い越そうとするとき（道路の中央から右の部分を見とおすことができ、かつ、反対の方向からの交通を妨げるおそれがない場合に限るものとし、道路標識等により追越しのため道路の中央から右の部分にはみ出して通行することが禁止されている場合を除く。）は、道路の中央から右の部分にその全部又は一部をはみ出して通行することができる。,自動車を運転する場合において、下図の標識が表示されている自動車は、肢体不自由である者が運転していることを示しているので、危険防止のためやむを得ない場合を除き、進行している当該表示自動車の側方に幅寄せをしてはならない。道路交通法施行規則で定める様式縁の色彩は白色マークの色彩は黄色地の部分の色彩は緑色,高齢運転者等専用時間制限駐車区間においては、高齢運転者等標章自動車以外の車両であっても、空いている場合は駐車できる。,,,,,2,FALSE,FALSE,,１．「歩行者及び自転車の通行の用に供するため」⇒「歩行者の通行の用に供し、又は車道の効用を保つため」。道交法第２条（定義）第１項③の４（路側帯）。２．道交法第17条（通行区分）第５項④。３．設問の標識は聴覚障害者である者が運転していることを示す標識。道交法第71条（運転者の遵守事項）第１項⑤の４。４．空いている場合であっても高齢運転者等標章自動車以外の車両は、駐車できない。道交法第49条の４（高齢運転者等専用時間制限駐車区間における駐車の禁止）第１項。,１．「歩行者及び自転車の通行の用に供するため」⇒「歩行者の通行の用に供し、又は車道の効用を保つため」。道交法第２条（定義）第１項③の４（路側帯）。２．道交法第17条（通行区分）第５項④。３．設問の標識は聴覚障害者である者が運転していることを示す標識。道交法第71条（運転者の遵守事項）第１項⑤の４。４．空いている場合であっても高齢運転者等標章自動車以外の車両は,道交法第17条（通行区分）第５項④。,1:「歩行者及び自転車の通行の用に供するため」⇒「歩行者の通行の用に供し、又は車道の効用を保つため」。道交法第２条（定義）第１項③の４（路側帯）。;3:設問の標識は聴覚障害者である者が運転していることを示す標識。道交法第71条（運転者の遵守事項）第１項⑤の４。;4:空いている場合であっても高齢運転者等標章自動車以外の車両は、駐車できない。道交法第49条の４（高齢運転者等専用時間制限駐車区間における駐車の禁止）第１項。,,
20191,令和元年度 第1回,14,combination,道路交通法関係,,道路交通法に定める停車及び駐車を禁止する場所についての次の文中、Ａ、Ｂ、Ｃ、Ｄに入るべき字句を下の枠内の選択肢（①～③）から選びなさい。なお、各選択肢は、法令の規定若しくは警察官の命令により、又は危険を防止するため一時停止する場合には当たらないものとする。また、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,車両は、交差点の側端又は道路のまがりかどから（Ａ）以内の道路の部分においては、停車し、又は駐車してはならない。,車両は、横断歩道又は自転車横断帯の前後の側端からそれぞれ前後に（Ｂ）以内の道路の部分においては、停車し、又は駐車してはならない。,車両は、安全地帯が設けられている道路の当該安全地帯の左側の部分及び当該部分の前後の側端からそれぞれ前後に（Ｃ）以内の道路の部分においては、停車し、又は駐車してはならない。,車両は、踏切の前後の側端からそれぞれ前後に（Ｄ）以内の部分においては、停車し、又は駐車してはならない。①３メートル ②５メートル ③10メートル,,,,,A-2;B-2;C-3;D-3,FALSE,FALSE,,１．道交法第44条（停車及び駐車を禁止する場所）第１項②。２．道交法第44条（停車及び駐車を禁止する場所）第１項③。３．道交法第44条（停車及び駐車を禁止する場所）第１項④。４．道交法第44条（停車及び駐車を禁止する場所）第１項⑥。,,,,,
20191,令和元年度 第1回,15,multi,道路交通法関係,,道路交通法に定める第一種免許の自動車免許の自動車の種類等について、次の記述のうち、正しいものを２つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,"大型免許を受けた者であって、21歳以上かつ普通免許を受けていた期間（当該免許の効力が停止されていた期間を除く。）が通算して３年以上のものは、車両総重量が11,000キログラム以上のもの、最大積載量が6,500キログラム以上のもの又は乗車定員が30人以上の大型自動車を運転することができる。","準中型免許を受けた者であって、21歳以上かつ普通免許を受けていた期間（当該免許の効力が停止されていた期間を除く。）が通算して３年以上のものは、車両総重量が7,500キログラム以上11,000キログラム未満のもの、最大積載量が4,500キログラム以上6,500キログラム未満の準中型自動車を運転することができる。",運転免許証の有効期間の更新期間は、道路交通法第101条の２第１項に規定する場合を除き、更新を受けようとする者の当該免許証の有効期間が満了する日の直前のその者の誕生日の１ヵ月前から当該免許証の有効期間が満了する日までの間である。,普通自動車免許を平成30年４月10日に初めて取得し、その後令和元年５月21日に準中型免許を取得したが、令和元年８月25日に準中型自動車を運転する場合、初心運転者標識の表示義務はない。,,,,,"1,3",FALSE,FALSE,,１．道交法第84・85条（第一種免許の種類と運転できる範囲）。２．準中型免許の取得条件は18歳以上。また、運転できる自動車の範囲は、①乗車定員10人以下、②車両総重量3.5トン以上7.5トン未満、③最大積載量２トン以上4.5トン未満。設問の車両は中型自動車であるため、運転するには中型免許が必要となる。道交法第84・85条（第一種免許の種類と運転できる範囲）。３．道交法第101条（免許証の更新及び定期検査）第１項。・道交法第101条の２（免許証の更新の特例）第１項。４．準中型免許を取得してから１年未満であり、かつ普通自動車免許を受けていた期間が２年未満であるため初心運転者標識の表示義務がある。道交法第71条の５（初心運転者標識等の表示義務）第１項。,,,,,
20191,令和元年度 第1回,16,single,道路交通法関係,,道路交通法に定める徐行及び一時停止についての次の記述のうち、誤っているものを１つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,交差点又はその附近において、緊急自動車が接近してきたときは、車両（緊急自動車を除く。）は、交差点を避け、かつ、道路の左側（一方通行となっている道路においてその左側に寄ることが緊急自動車の通行を妨げることとなる場合にあっては、道路の右側）に寄って一時停止しなければならない。,車両等は、道路のまがりかど附近、上り坂の頂上附近又は勾配の急な上り坂及び下り坂を通行するときは、徐行しなければならない。,車両等は、横断歩道に接近する場合には、当該横断歩道を通過する際に当該横断歩道によりその進路の前方を横断しようとする歩行者又は自転車がないことが明らかな場合を除き、当該横断歩道の直前で停止することができるような速度で進行しなければならない。,車両は、環状交差点において左折し、又は右折するときは、あらかじめその前からできる限り道路の左側端に寄り、かつ、できる限り環状交差点の側端に沿って（道路標識等により通行すべき部分が指定されているときは、その指定された部分を通行して）徐行しなければならない。,,,,,2,FALSE,FALSE,,１．道交法第40条（緊急自動車の優先）第１項。２．勾配の急な上り坂は徐行すべき場所に指定されていない。道交法第42条（徐行すべき場所）第１項②。３．道交法第38条（横断歩道等における歩行者等の優先）第１項。４．道交法第35条の２（環状交差点における左折等）第１項。,道交法第42条（徐行すべき場所）第１項②。,勾配の急な上り坂は徐行すべき場所に指定されていない。道交法第42条（徐行すべき場所）第１項②。 道交法第42条（徐行すべき場所）第１項②。,1:道交法第40条（緊急自動車の優先）第１項。 選択肢（1）「交差点又はその附近において、緊急自動車が接近してきたときは、車両（緊急自動車を除く。）は、交差点を避け、かつ、道路の左側（一方通行となっている道…」は本問の正答（2）とは異なるため不適です。;3:道交法第38条（横断歩道等における歩行者等の優先）第１項。 選択肢（3）「車両等は、横断歩道に接近する場合には、当該横断歩道を通過する際に当該横断歩道によりその進路の前方を横断しようとする歩行者又は自転車がないことが明…」は本問の正答（2）とは異なるため不適です。;4:道交法第35条の２（環状交差点における左折等）第１項。 選択肢（4）「車両は、環状交差点において左折し、又は右折するときは、あらかじめその前からできる限り道路の左側端に寄り、かつ、できる限り環状交差点の側端に沿って…」は本問の正答（2）とは異なるため不適です。,,
20191,令和元年度 第1回,17,multi,道路交通法関係,,道路交通法に定める自動車の運転者の遵守事項及び故障等の場合の措置に関する次の記述のうち、正しいものを２つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,車両等の運転者は、児童、幼児等の乗降のため、道路運送車両の保安基準に関する規定に定める非常点滅表示灯をつけて停車している通学通園バスの側方を通過するときは、できる限り安全な速度と方法で進行しなければならない。,自動車の運転者は、故障その他の理由により高速自動車国道等の本線車道若しくはこれに接する加速車線、減速車線若しくは登坂車線又はこれらに接する路肩若しくは路側帯において当該自動車を運転することができなくなったときは、道路交通法施行令で定めるところにより、停止表示器材を後方から進行してくる自動車の運転者が見やすい位置に置いて、当該自動車が故障その他の理由により停止しているものであることを表示しなければならない。,運転免許（仮運転免許を除く。）を受けた者が自動車等の運転に関し、当該自動車等の交通による人の死傷があった場合において、道路交通法第72条第１項前段の規定（交通事故があったときは、直ちに車両等の運転を停止し、負傷者を救護し、道路における危険を防止する等必要な措置を講じなけばならない。）に違反したときは、その者が当該違反をしたときにおけるその者の住所地を管轄する都道府県公安委員会は、その者の運転免許を取り消すことができる。,車両等の運転者は、身体障害者用の車椅子が通行しているときは、その側方を離れて走行し、車椅子の通行を妨げないようにしなければならない。,,,,,"2,3",FALSE,FALSE,,１．「できる限り安全な速度と方法で進行しなければならない」⇒「徐行して安全を確認すること」。道交法第71条（運転者の遵守事項）第１項②の３。２．道交法第75条の11（故障等の場合の措置）第１項。３．道交法第103条（免許の取消し、停止等）第２項。４．「その側方を離れて走行し、車椅子の通行を妨げないようにしなければならない」⇒「一時停止し、又は徐行して、その通行を妨げないようにすること」。道交法第71条（運転者の遵守事項）第１項②。,,,,,
20191,令和元年度 第1回,18,multi,労働基準法関係,,労働基準法（以下 ｢ 法 ｣ という。）に定める労働契約に関する次の記述のうち、正しいものを２つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,使用者は、労働者を解雇しようとする場合においては、少くとも30日前にその予告をしなければならない。30日前に予告をしない使用者は、30日分以上の平均賃金を支払わなければならない。ただし、天災事変その他やむを得ない事由のために事業の継続が不可能となった場合又は労働者の責に帰すべき事由に基いて解雇する場合においては、この限りでない。,試の使用期間中の者に該当する労働者については、法第20条の解雇の予告の規定は適用しない。ただし、当該者が１ヵ月を超えて引き続き使用されるに至った場合においては、この限りでない。,労働契約は、期間の定めのないものを除き、一定の事業の完了に必要な期間を定めるもののほかは、３年（法第14条（契約期間等）第１項各号のいずれかに該当する労働契約にあっては、５年）を超える期間について締結してはならない。,労働者は、労働契約の締結に際し使用者から明示された賃金、労働時間その他の労働条件が事実と相違する場合においては、少くとも30日前に使用者に予告したうえで、当該労働契約を解除することができる。,,,,,"1,3",FALSE,FALSE,,１．労基法第20条（解雇の予告）第１項。２．「１ヵ月を超えて」⇒「14日を超えて」。労基法第21条（解雇の予告）第１項。３．労基法第14条（契約期間等）第１項。４．労働条件が事実と相違する場合においては、労働者は、即時に労働契約を解除することができる。労基法第15条（労働条件の明示）第２項。,,,,,
20191,令和元年度 第1回,19,single,労働基準法関係,,労働基準法に定める労働時間及び休日等に関する次の記述のうち、誤っているものを１つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,労働時間は、事業場を異にする場合においても、労働時間に関する規定の適用については通算する。,使用者は、労働時間が６時間を超える場合においては少くとも30分、８時間を超える場合においては少くとも45分の休憩時間を労働時間の途中に与えなければならない。,使用者は、労働者に対して、毎週少くとも１回の休日を与えなければならない。ただし、この規定は、４週間を通じ４日以上の休日を与える使用者については適用しない。,使用者は、その雇入れの日から起算して６ヵ月間継続勤務し全労働日の８割以上出勤した労働者に対して、継続し、又は分割した10労働日の有給休暇を与えなければならない。,,,,,2,FALSE,FALSE,,１．労基法第38条（時間計算）第１項。２．労働時間が６時間を超える場合においては少くとも45分、８時間を超える場合においては少くとも１時間の休憩時間を労働時間の途中に与えなければならない。労基法第34条（休憩）第１項。３．労基法第35条（休日）第１項・第２項。４．労基法第39条（年次有給休暇）第１項。,１．労基法第38条（時間計算）第１項。２．労働時間が６時間を超える場合においては少くとも45分、８時間を超える場合においては少くとも１時間の休憩時間を労働時間の途中に与えなければならない。労基法第34条（休憩）第１項。３．労基法第35条（休日）第１項・第２項。４．労基法第39条（年次有給休暇）第１項。,労働時間が６時間を超える場合においては少くとも45分、８時間を超える場合においては少くとも１時間の休憩時間を労働時間の途中に与えなければならない。労基法第34条（休憩）第１項。,1:労基法第38条（時間計算）第１項。 選択肢（1）「労働時間は、事業場を異にする場合においても、労働時間に関する規定の適用については通算する。」は本問の正答（2）とは異なるため不適です。;3:労基法第35条（休日）第１項・第２項。 選択肢（3）「使用者は、労働者に対して、毎週少くとも１回の休日を与えなければならない。ただし、この規定は、４週間を通じ４日以上の休日を与える使用者については適…」は本問の正答（2）とは異なるため不適です。;4:労基法第39条（年次有給休暇）第１項。 選択肢（4）「使用者は、その雇入れの日から起算して６ヵ月間継続勤務し全労働日の８割以上出勤した労働者に対して、継続し、又は分割した10労働日の有給休暇を与えな…」は本問の正答（2）とは異なるため不適です。,,
20191,令和元年度 第1回,20,combination,労働基準法関係,,「自動車運転者の労働時間等の改善のための基準」（以下「改善基準告示」という。）に定める貨物自動車運送事業に従事する自動車運転者（以下「トラック運転者」という。）の休息期間及び休日の労働に関する次の文中、Ａ、Ｂ、Ｃに入るべき字句としていずれか正しいものを１つ選びなさい。,,,,,,使用者は、トラック運転者の休息期間については、当該自動車運転者の（Ａ）における休息期間がそれ以外の場所における休息期間より長くなるように努めるものとする。,使用者は、トラック運転者に労働基準法第35条の休日に労働させる場合は、当該労働させる休日は（Ｂ）について（Ｃ）を超えないものとし、当該休日の労働によって改善基準告示第４条第１項に定める拘束時間及び最大拘束時間の限度を超えないものとする。Ａ,住所地,勤務地Ｂ,２週間,４週間Ｃ,１回,２回,A-1;B-1;C-1,FALSE,FALSE,,１．改善基準第４条第２項。２．改善基準第４条第５項。,,,,,
20191,令和元年度 第1回,21,multi,労働基準法関係,,「自動車運転者の労働時間等の改善のための基準」及び厚生労働省労働基準局長の定める「一般乗用旅客自動車運送事業以外の事業に従事する自動車運転者の拘束時間及び休息期間の特例について」に関する次の記述のうち、正しいものを２つ選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,使用者は、貨物自動車運送事業に従事する自動車運転者（以下「トラック運転者」という。）の運転時間は、２日（始業時刻から起算して48時間をいう。）を平均し１日当たり９時間、２週間を平均し１週間当たり44時間を超えないものとする。,使用者は、業務の必要上、トラック運転者（１人乗務の場合 ) に勤務の終了後継続８時間以上の休息期間を与えることが困難な場合には、当分の間、一定期間における全勤務回数の３分の２を限度に、休息期間を拘束時間の途中及び拘束時間の経過直後に分割して与えることができるものとする。この場合において、分割された休息期間は、１日（始業時刻から起算して24時間をいう。以下同じ。）において１回当たり継続４時間以上、合計10時間以上でなければならないものとする。,使用者は、トラック運転者（隔日勤務に就く運転者以外のもの。）が同時に１台の事業用自動車に２人以上乗務する場合（車両内に身体を伸ばして休息することができる設備がある場合に限る。）においては、１日についての最大拘束時間を20時間まで延長することができる。,使用者は、業務の必要上やむを得ない場合には、当分の間、トラック運転者を隔日勤務に就かせることができる。この場合、２暦日における拘束時間は、26時間を超えないものとする。,,,,,"1,3",FALSE,FALSE,,１．改善基準第４条第１項④。２．「全勤務回数の３分の２を限度に」⇒「全勤務回数の２分の１を限度に」。特例基準１（1）。３．特例基準２。４．「26時間を超えないものとする」⇒「24時間を超えないものとする」。特例基準３（1）。,,,,,
20191,令和元年度 第1回,22,single,労働基準法関係,,下図は、貨物自動車運送事業に従事する自動車運転者（１人乗務で隔日勤務に就く運転者以外のもの。）の５日間の勤務状況の例を示したものであるが、次の１～４の拘束時間のうち、「自動車運転者の労働時間等の改善のための基準」における１日についての拘束時間として、正しいものを１つ選びなさい。9：00 13：00１0：00 5：00フェリー乗船24：0019：00日目始業 終業２0：00 6：00 18：00 24：00日目始業 終業8：00 12：00３0：00 4：00フェリー乗船19：00 24：00日目始業終業４0：00 6：00 24：0018：00日目始業 終業５0：00 5：00 18：00 24：00日目始業 終業,,,,,,１日目：14時間 ２日目：12時間 ３日目：15時間 ４日目：12時間,１日目：10時間 ２日目：12時間 ３日目：11時間 ４日目：12時間,１日目：10時間 ２日目：14時間 ３日目：11時間 ４日目：13時間,１日目：14時間 ２日目：14時間 ３日目：15時間 ４日目：13時間,,,,,3,FALSE,FALSE,,改善基準第４条第１項②・特例基準４（１）。貨物自動車運送事業の運転者のフェリー乗船時間（乗船時刻から下船時刻まで）は、原則として休息期間として取り扱う。よって、フェリー乗船がある日程は、拘束時間からフェリー乗船時間分を差し引かなければならない。各日の拘束時間は、１日目が10時間（14時間（始業５時～終業19時）－４時間（９時～13時））。２日目が14時間（12時間（始業６時～終業18時）＋翌日２時間）。３日目が11時間（15時間（始業４時～終業19時）－４時間（８時～12時））。４日目が13時間（12時間（始業６時～終業18時）＋翌日１時間）。,改善基準第４条第１項②・特例基準４（１）。貨物自動車運送事業の運転者のフェリー乗船時間（乗船時刻から下船時刻まで）は、原則として休息期間として取り扱う。よって、フェリー乗船がある日程は、拘束時間からフェリー乗船時間分を差し引かなければならない。各日の拘束時間は、１日目が10時間（14時間（始業５時～終業19時）－４時間（９時～13時））。２日目が14時間（1,改善基準第４条第１項②・特例基準４（１）。貨物自動車運送事業の運転者のフェリー乗船時間（乗船時刻から下船時刻まで）は、原則として休息期間として取り扱う。よって、フェリー乗船がある日程は、拘束時間からフェリー乗船時間分を差し引かなければならない。各日の拘束時間は、１日目が10時間（14時間（始業５時～終業19時）－４時間（９時～13時））。２日目が14時間（12時間（始業６時～終業18時）＋翌日２時間）。３日目が11時間（15時間（始業４時～終業19時）－４時間（８時～12時））。４日目が13時間（12時間（始業６時～終業18時）＋翌日１時間）。,1:（1）の内容は、正答（3）「１日目：10時間 ２日目：14時間 ３日目：11時間 ４日目：13時間」が示す論点とずれています。 解説の要点：改善基準第４条第１項②・特例基準４（１）。貨物自動車運送事業の運転者のフェリー乗船時間（乗船時刻から下船時刻まで）は、原則として休息期間として取り扱う。よって、フェリー乗船がある日程は、拘束時間からフェリー乗船時間分を差し引かなければならない。各日の拘束時間は、１日目が10時間（… 正答（3）との違いを確認し直してください。;2:（2）「１日目：10時間 ２日目：12時間 ３日目：11時間 ４日目：12時間」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「１日目：10時間 ２日目：14時間 ３日目：11時間 ４日目：13時間」です。問題文の条件（下図は、貨物自動車運送事業に従事する自動車運転者（１人乗務で隔日勤務に就く運転者以外のもの。）の…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）の内容は、正答（3）「１日目：10時間 ２日目：14時間 ３日目：11時間 ４日目：13時間」が示す論点とずれています。 解説の要点：改善基準第４条第１項②・特例基準４（１）。貨物自動車運送事業の運転者のフェリー乗船時間（乗船時刻から下船時刻まで）は、原則として休息期間として取り扱う。よって、フェリー乗船がある日程は、拘束時間からフェリー乗船時間分を差し引かなければならない。各日の拘束時間は、１日目が10時間（… 正答（3）との違いを確認し直してください。,,
20191,令和元年度 第1回,23,single,労働基準法関係,,下表は、貨物自動車運送事業に従事する自動車運転者（隔日勤務に就く運転者以外のもの。）の１年間における各月の拘束時間の例を示したものであるが、このうち、｢ 自動車運転者の労働時間等の改善のための基準」に適合するものを１つ選びなさい。ただし、｢１ヵ月についての拘束時間の延長に関する労使協定」があるものとする。,,,,,,"４月 ５月 ６月 ７月 ８月 ９月 10 月 11 月 12 月 １月 ２月 ３月 １年間合計拘束時間 279 289 295 275 319 285 280 269 322 295 290 293 3,491","４月 ５月 ６月 ７月 ８月 ９月 10 月 11 月 12 月 １月 ２月 ３月 １年間合計拘束時間 293 289 293 294 315 285 280 290 301 293 294 293 3,520","４月 ５月 ６月 ７月 ８月 ９月 10 月 11 月 12 月 １月 ２月 ３月 １年間合計拘束時間 296 280 295 290 309 295 283 280 296 297 300 291 3,512","４月 ５月 ６月 ７月 ８月 ９月 10 月 11 月 12 月 １月 ２月 ３月 １年間合計拘束時間 285 288 293 295 317 285 284 269 320 294 295 290 3,515",実務上の知識及び能力,実務上の知識及び能力,,,4,FALSE,FALSE,,"改善基準第４条第１項①。拘束時間は、１ヵ月について293時間を超えてはならない。ただし、労使協定がある場合には、１年のうち６ヵ月までは、１年間についての拘束時間が3,516時間を超えない範囲内において、320時間まで延長できる。１．12月（322時間）に拘束時間が320時間を超えている。◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていないが、12月（322時間）に拘束時間が320時間を超えているため、改善基準違反となる。２．１年についての拘束時間は3,520時間で3,516時間を超えている。◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていない。また、拘束時間が320時間を超えている月もない。しかし、１年についての拘束時間が3,516時間を超えているため、改善基準違反となる。３．拘束時間が293時間を超えている月は、４月（296時間）・６月（295時間）・８月（309時間）・９月（295時間）・12月（296時間）・１月（297時間）・２月（300時間）の７ヵ月。◎ 労使協定により320時間まで延長できる期間が７ヵ月で、６ヵ月を超えているため、改善基準違反となる。４．◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていない。また、拘束時間が320時間を超えている月がなく、１年についての拘束時間も3,516時間を超えていないため、改善基準に適合している。","改善基準第４条第１項①。拘束時間は、１ヵ月について293時間を超えてはならない。ただし、労使協定がある場合には、１年のうち６ヵ月までは、１年間についての拘束時間が3,516時間を超えない範囲内において、320時間まで延長できる。１．12月（322時間）に拘束時間が320時間を超えている。◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていないが、","◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていない。また、拘束時間が320時間を超えている月がなく、１年についての拘束時間も3,516時間を超えていないため、改善基準に適合している。","1:12月（322時間）に拘束時間が320時間を超えている。◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていないが、12月（322時間）に拘束時間が320時間を超えているため、改善基準違反となる。;2:１年についての拘束時間は3,520時間で3,516時間を超えている。◎ 労使協定により320時間まで延長できる期間の６ヵ月を超えていない。また、拘束時間が320時間を超えている月もない。しかし、１年についての拘束時間が3,516時間を超えているため、改善基準違反となる。;3:拘束時間が293時間を超えている月は、４月（296時間）・６月（295時間）・８月（309時間）・９月（295時間）・12月（296時間）・１月（297時間）・２月（300時間）の７ヵ月。◎ 労使協定により320時間まで延長できる期間が７ヵ月で、６ヵ月を超えているため、改善基準違反となる。;5:（5）「実務上の知識及び能力」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「４月 ５月 ６月 ７月 ８月 ９月 10 月 11 月 12 月 １月 ２月 ３月 １年間合計拘束時間 285 288 293 295 317 285 284 …」です。問題文の条件（下表は、貨物自動車運送事業に従事する自動車運転者（隔日勤務に就く運転者以外のもの。）の１年間にお…）と照らし、設問が問う論点に合う肢を選び直してください。",,
20191,令和元年度 第1回,24,truefalse_group,実務上の知識及び能力,,点呼の実施等に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,Ａ営業所においては、運行管理者は昼間のみの勤務体制となっている。しかし、運行管理者が不在となる時間帯の点呼が当該営業所における点呼の総回数の７割を超えていることから、その時間帯における点呼については、事業者が選任した複数の運行管理者の補助者に実施させている。,運行管理者は、乗務開始及び乗務終了後の運転者に対し、原則、対面で点呼を実施しなければならないが、遠隔地で乗務が開始又は終了する場合、車庫と営業所が離れている場合、又は運転者の出庫・帰庫が早朝・深夜であり、点呼を行う運行管理者が営業所に出勤していない場合等、運行上やむを得ず、対面での点呼が実施できないときには、電話、その他の方法で行っている。,乗務後の点呼において、乗務を終了した運転者からの当該乗務に係る事業用自動車、道路及び運行の状況についての報告は、特に異常がない場合には運転者から求めないこととしており、点呼記録表に「異常なし」と記録している。,乗務前の点呼においてアルコール検知器を使用するのは、身体に保有している酒気帯びの有無を確認するためのものであり、道路交通法施行令で定める呼気中のアルコール濃度１リットル当たり,15ミリグラム以上であるか否かを判定するためのものではない。,,,,"適-4;不適-1,2,3",FALSE,FALSE,,１．不適 ：運行管理者が不在となる時間帯の点呼が総回数の７割を超えているということは、補助者が７割以上行っていることになり、運行管理者が行う点呼が３分の１以下となるため、不適切である。「安全規則の解釈及び運用」第７条第１項第10号。２．不適：車庫と営業所が離れている場合や、出庫・帰庫が早朝・深夜であり、運行管理者が出勤していない場合などは「運行上やむを得ない場合」には含まれないため、電話による点呼はできない。「安全規則の解釈及び運用」第７条第１項第１号。３．不適 ：乗務後の点呼では、乗務を終了した運転者から事業用自動車、道路及び運行の状況について、その都度、報告を求め確認しなければならない。特に異常がない場合であっても報告を求め確認する。安全規則第７条（点呼等）第２項。,,,,,
20191,令和元年度 第1回,25,multi,実務上の知識及び能力,,一般貨物自動車運送事業者が事業用自動車の運転者に対して行う指導・監督に関する次の記述のうち、適切なものをすべて選びなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,他の自動車に追従して走行するときは、常に ｢ 秒 ｣ の意識をもって自車の速度と制動距離（ブレーキが効きはじめてから止まるまでに走った距離）に留意し、前車への追突の危険が発生した場合でも安全に停止できるよう、制動距離と同程度の車間距離を保って運転するよう指導している。,運転者は貨物の積載を確実に行い、積載物の転落防止や、転落させたときに危険を防止するために必要な措置をとることが遵守事項として法令で定められている。出発前に、スペアタイヤや車両に備えられている工具箱等も含め、車両に積載されているものが転落のおそれがないことを確認しなければならないことを指導している。,運転者の目は、車の速度が速いほど、周辺の景色が視界から消え、物の形を正確に捉えることができなくなるため、周辺の危険要因の発見が遅れ、事故につながるおそれが高まることを理解させるよう指導している。,飲酒により体内に摂取されたアルコールを処理するために必要な時間の目安については、個人差はあるが、例えばビール500ミリリットル（アルコール５％）の場合、概ね４時間とされている。事業者は、これらを参考に、社内教育の中で酒気帯び運転防止の観点から飲酒が運転に及ぼす影響等について指導を行っている。,,,,,"2,3,4",FALSE,FALSE,,１．自車の速度と停止距離（危険認知から自動車が止まりきるまでの総走行距離）に留意し、安全に停止できるような速度又は車間距離を保って運転する。,,,,,
20191,令和元年度 第1回,26,truefalse_group,実務上の知識及び能力,,事業用自動車の運転者の健康管理に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。なお、解答にあたっては、各選択肢に記載されている事項以外は考慮しないものとする。,,,,,,事業者は、脳血管疾患の予防のため、運転者の健康状態や疾患につながる生活習慣の適切な把握・管理に努めるとともに、脳血管疾患は法令により義務づけられている定期健康診断において容易に発見することができることから、運転者に確実に受診させている。,事業者は、日頃から運転者の健康状態を把握し、点呼において、意識の異常、目の異常、めまい、頭痛、言葉の異常、手足の異常等の申告又はその症状が見られたら、脳血管疾患の初期症状とも考えられるためすぐに専門医療機関で受診させるよう対応する。,事業者は、深夜業（22時～５時）を含む業務に常時従事する運転者に対し、法令に定める定期健康診断を６ヵ月以内ごとに１回、必ず、定期的に受診させるようにしている。,"平成29年中のすべての事業用自動車の乗務員に起因する重大事故報告件数は約2,000件であり、このうち、運転者の健康状態に起因する事故件数は約300件となっている。病名別に見てみると、心筋梗塞等の心臓疾患と脳血管疾患等の脳疾患が多く発生している。",,,,,"適-2,3,4;不適-1",FALSE,FALSE,,１．不適 ：脳血管疾患は、定期健康診断では容易に発見することができない。定期健康診断において脳血管疾患及び心臓疾患に関連する血圧等の検査項目に異常の所見があると診断された労働者に対し、脳血管及び心臓の状態を把握するために必要に応じてさらに精密検査等を受けるよう指導する。,,,,,
